ticker,cross_date,price,wma200,pct_below,return_3mo,return_6mo,return_12mo,return_24mo,max_drawdown_12mo,fcf,fcf_prior,fcf_change_pct,fcf_positive,fcf_growing,fcf_category,market_cap,fcf_yield,yield_bucket
PCG,2026-01-03,15.85,15.97,-0.75,,,,,,-3071000000.0,-2334000000.0,-31.6,False,False,negative,34837792070.9,-8.81513958677423,deep_negative (<-5%)
CBRE,2023-03-18,68.86,71.08,-3.12,9.25,9.16,40.27,88.47,-3.94,1369000000.0,,,True,,positive_unknown_trend,20324618028.44,6.735673940264827,strong (5-8%)
CBRE,2023-04-01,70.31,71.32,-1.41,16.44,3.51,36.74,67.94,-5.92,1369000000.0,,,True,,positive_unknown_trend,20752597931.74,6.596764436447675,strong (5-8%)
CBRE,2023-09-23,73.86,74.61,-1.0,26.04,31.65,66.76,113.92,-10.44,1369000000.0,,,True,,positive_unknown_trend,21800410798.44,6.279698179347902,strong (5-8%)
CBRE,2023-11-04,73.49,74.95,-1.94,17.77,22.77,85.17,107.72,0.0,1369000000.0,,,True,,positive_unknown_trend,21691202133.46,6.311314566970146,strong (5-8%)
DAL,2023-09-16,36.62,37.35,-1.94,9.49,21.65,25.93,62.23,-18.41,-3000000.0,,,False,,negative,23917646526.96,-0.012543040121520304,negative (0 to -5%)
DAL,2024-08-03,38.61,38.66,-0.11,55.8,73.9,38.11,,-4.7,1141000000.0,-3000000.0,38133.3,True,True,positive_growing,25217376635.88,4.524657804319553,moderate (3-5%)
DAL,2025-03-29,36.8,40.94,-10.12,36.94,54.71,,,,2885000000.0,1141000000.0,152.8,True,True,positive_growing,24035210054.399998,12.003223576870129,exceptional (>12%)
FITB,2023-03-04,26.89,27.06,-0.63,-11.96,-10.85,25.78,43.76,-21.63,5743000000.0,,,True,,positive_unknown_trend,24249913501.58,23.68255870119213,exceptional (>12%)
FITB,2025-03-29,32.56,32.87,-0.94,29.83,34.05,,,,2410000000.0,3993000000.0,-39.6,True,False,positive_declining,29363227356.320004,8.207544663789427,very_strong (8-12%)
TTWO,2022-04-02,141.31,142.62,-0.92,-11.59,-14.56,-15.79,6.89,-30.1,99400000.0,,,True,,positive_unknown_trend,26167143687.36,0.3798656864792431,low (0-3%)
TTWO,2023-07-01,143.19,144.93,-1.2,-1.59,10.49,5.97,67.69,-6.12,-203100000.0,99400000.0,-304.3,False,False,negative,26515273544.64,-0.7659736176512355,negative (0 to -5%)
TTWO,2023-07-29,142.18,145.39,-2.21,-2.3,17.46,1.06,55.14,-5.45,-203100000.0,99400000.0,-304.3,False,False,negative,26328246334.08,-0.7714148425339739,negative (0 to -5%)
TTWO,2024-03-02,143.73,149.98,-4.17,14.64,8.96,42.16,47.15,-2.18,-203100000.0,99400000.0,-304.3,False,False,negative,26615268290.879997,-0.7630958207157895,negative (0 to -5%)
TTWO,2024-03-23,148.49,150.16,-1.11,4.71,3.07,41.74,,-5.31,-203100000.0,99400000.0,-304.3,False,False,negative,27496703461.440002,-0.7386339976529086,negative (0 to -5%)
TTWO,2024-04-06,147.27,150.33,-2.04,4.13,5.31,44.0,,-4.53,-157800000.0,-203100000.0,22.3,False,True,negative_improving,27270789405.120003,-0.5786411154287069,negative (0 to -5%)
TTWO,2024-07-27,143.68,149.74,-4.05,13.99,29.11,53.52,,0.0,-157800000.0,-203100000.0,22.3,False,True,negative_improving,26606009518.08,-0.5930990887331965,negative (0 to -5%)
TTWO,2024-09-14,148.78,149.33,-0.37,22.31,43.48,68.6,,0.0,-157800000.0,-203100000.0,22.3,False,True,negative_improving,27550404343.68,-0.5727683631481763,negative (0 to -5%)
WEC,2023-03-04,78.66,79.26,-0.77,3.54,-1.63,-3.14,31.39,-9.02,-254200000.0,,,False,,negative,25606296856.26,-0.9927245685971006,negative (0 to -5%)
WEC,2023-05-20,78.7,80.21,-1.89,-1.19,-4.32,-3.41,32.39,-9.07,-254200000.0,,,False,,negative,25619318110.7,-0.9922200071899355,negative (0 to -5%)
WEC,2023-06-17,79.6,80.37,-0.96,-1.92,-3.86,-7.43,27.71,-10.1,-254200000.0,,,False,,negative,25912296335.6,-0.9810014392694464,negative (0 to -5%)
WEC,2023-07-29,79.03,80.52,-1.85,-2.93,-6.76,7.45,36.1,-9.46,-254200000.0,,,False,,negative,25726743459.83,-0.9880768640497016,negative (0 to -5%)
KDP,2023-05-20,29.06,29.38,-1.07,6.64,5.24,11.82,10.56,-9.31,2458000000.0,,,True,,positive_unknown_trend,39482835674.54,6.225490033850354,strong (5-8%)
KDP,2023-06-17,28.85,29.48,-2.15,6.91,6.7,13.27,13.61,-8.64,2458000000.0,,,True,,positive_unknown_trend,39197515802.15,6.270805559226734,strong (5-8%)
KDP,2023-07-08,29.49,29.58,-0.3,-10.61,2.15,5.83,11.64,-10.61,2458000000.0,,,True,,positive_unknown_trend,40067062079.909996,6.134714831593466,strong (5-8%)
KDP,2023-09-23,29.4,29.93,-1.78,6.26,-1.54,21.75,-14.75,-10.35,2458000000.0,,,True,,positive_unknown_trend,39944782134.6,6.153494570873854,strong (5-8%)
KDP,2023-12-02,30.11,30.15,-0.12,-8.65,9.33,4.6,-5.5,-9.46,2458000000.0,,,True,,positive_unknown_trend,40909435036.49,6.008393901816383,strong (5-8%)
KDP,2023-12-30,29.98,30.27,-0.96,-2.43,4.22,1.26,-8.26,-9.07,2458000000.0,,,True,,positive_unknown_trend,40732808448.82,6.034447644552745,strong (5-8%)
KDP,2024-10-26,31.59,31.78,-0.6,-1.48,6.32,-14.73,,-20.66,848000000.0,2458000000.0,-65.5,True,False,positive_declining,42920260803.81,1.9757568666142022,low (0-3%)
KDP,2024-12-14,31.16,31.9,-2.32,4.4,5.2,-11.22,,-19.55,848000000.0,2458000000.0,-65.5,True,False,positive_declining,42336034398.44,2.0030218041188266,low (0-3%)
KDP,2025-05-31,31.99,32.02,-0.11,-11.96,-11.04,,,,1597000000.0,848000000.0,88.3,True,True,positive_growing,43463727227.409996,3.6743282315485972,moderate (3-5%)
KDP,2025-08-23,28.59,32.12,-10.98,-3.23,5.9,,,,1597000000.0,848000000.0,88.3,True,True,positive_growing,38844262626.81,4.111289266430208,moderate (3-5%)
ODFL,2025-03-08,161.37,167.87,-3.87,-1.26,-10.52,12.01,,-18.3,887965000.0,811826000.0,9.4,True,True,positive_growing,33633642138.030003,2.6401095556522147,low (0-3%)
ODFL,2025-05-17,160.44,169.46,-5.32,-1.33,-16.59,,,,887965000.0,811826000.0,9.4,True,True,positive_growing,33439806312.36,2.655413107676377,low (0-3%)
LYV,2023-02-04,76.41,77.08,-0.87,2.28,13.35,17.17,94.1,-13.69,1481761000.0,,,True,,positive_unknown_trend,17941214860.02,8.258978065648941,very_strong (8-12%)
LYV,2023-10-21,77.0,79.43,-3.06,15.96,16.66,51.06,98.52,0.0,1481761000.0,,,True,,positive_unknown_trend,18079747994.0,8.195694986964098,very_strong (8-12%)
NUE,2024-12-07,122.66,132.53,-7.45,5.96,-1.75,34.15,,-17.2,4898000000.0,8124000000.0,-39.7,True,False,positive_declining,27938834275.899998,17.531153775535323,exceptional (>12%)
NUE,2025-02-15,133.06,135.32,-1.67,-19.41,10.35,35.28,,-23.67,806000000.0,4898000000.0,-83.5,True,False,positive_declining,30307690271.9,2.6593910415776185,low (0-3%)
NUE,2025-07-26,137.64,138.41,-0.56,8.65,29.12,,,,806000000.0,4898000000.0,-83.5,True,False,positive_declining,31350898008.6,2.5708992443498833,low (0-3%)
NUE,2025-09-13,132.31,139.87,-5.4,19.88,,,,,806000000.0,4898000000.0,-83.5,True,False,positive_declining,30136859310.65,2.6744658150730705,low (0-3%)
ROP,2025-10-18,477.82,489.57,-2.4,-14.69,,,,,2282200000.0,1927100000.0,18.4,True,True,positive_growing,49180825217.3,4.640426405853,moderate (3-5%)
LVS,2023-09-02,46.58,46.8,-0.47,-4.68,6.26,-17.32,14.22,-21.15,-1575000000.0,,,False,,negative,31297601477.34,-5.032334510171097,deep_negative (<-5%)
LVS,2023-11-04,45.51,46.03,-1.13,12.75,-1.74,7.39,41.96,-19.3,-1575000000.0,,,False,,negative,30578657003.73,-5.150651318034931,deep_negative (<-5%)
LVS,2023-11-25,44.79,45.76,-2.12,10.01,-2.99,15.37,51.38,-18.0,-1575000000.0,,,False,,negative,30094881283.17,-5.233448124219016,deep_negative (<-5%)
LVS,2024-04-13,43.68,45.84,-4.72,-9.27,14.49,-26.51,,-28.03,1970000000.0,-1575000000.0,225.1,True,True,positive_growing,29349060380.64,6.712310290177137,strong (5-8%)
LVS,2025-01-11,43.24,44.84,-3.57,-25.76,10.98,35.62,,-27.3,1624000000.0,1970000000.0,-17.6,True,False,positive_declining,29053419662.52,5.5897034458047665,strong (5-8%)
XYZ,2025-09-01,74.94,77.45,-3.24,-18.45,-20.22,,,,1553403000.0,-50190000.0,3195.0,True,True,positive_growing,40400378820.0,3.8450208769601826,moderate (3-5%)
XYZ,2025-09-22,73.67,75.25,-2.1,-10.04,,,,,1553403000.0,-50190000.0,3195.0,True,True,positive_growing,39715718010.0,3.9113053416505514,moderate (3-5%)
XYZ,2025-11-03,65.45,72.48,-9.7,-14.48,,,,,1553403000.0,-50190000.0,3195.0,True,True,positive_growing,35284291350.0,4.402534217255861,moderate (3-5%)
WDAY,2022-05-02,189.46,203.12,-6.73,-14.65,-30.0,-4.21,35.0,-30.0,1379000000.0,,,True,,positive_unknown_trend,40354980000.0,3.417174286791866,moderate (3-5%)
WDAY,2023-04-03,196.81,202.95,-3.03,11.14,8.55,36.33,10.33,-7.79,1292000000.0,1379000000.0,-6.3,True,False,positive_declining,41920530000.0,3.082022102296894,moderate (3-5%)
WDAY,2023-10-23,206.01,207.87,-0.89,40.1,21.86,15.39,17.83,0.0,1292000000.0,1379000000.0,-6.3,True,False,positive_declining,43880130000.0,2.944385078166359,low (0-3%)
WDAY,2024-05-20,220.91,222.67,-0.79,17.67,21.2,7.74,,-5.17,1907000000.0,1292000000.0,47.6,True,True,positive_growing,47053830000.0,4.052805053276216,moderate (3-5%)
WDAY,2024-07-29,214.86,223.54,-3.88,11.29,21.97,3.43,,-1.35,1907000000.0,1292000000.0,47.6,True,True,positive_growing,45765180000.0,4.16692341207879,moderate (3-5%)
WDAY,2025-03-31,217.14,225.91,-3.88,11.34,8.91,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,46250820000.0,4.732889060129096,moderate (3-5%)
WDAY,2025-04-14,221.02,225.82,-2.12,5.45,5.99,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,47077260000.0,4.649803323303013,moderate (3-5%)
WDAY,2025-07-07,223.37,225.81,-1.08,4.39,-7.24,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,47577810000.0,4.600884319812113,moderate (3-5%)
WDAY,2025-07-28,222.22,225.33,-1.38,7.97,-20.97,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,47332860000.0,4.624694134265287,moderate (3-5%)
WDAY,2025-08-18,221.27,224.64,-1.5,1.75,-37.72,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,47130510000.0,4.644549783144719,moderate (3-5%)
WDAY,2025-09-08,223.39,223.69,-0.13,0.49,,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,47582070000.0,4.600472404836528,moderate (3-5%)
WDAY,2025-11-24,215.62,221.88,-2.82,-37.96,,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,45927060000.0,4.7662532720361375,moderate (3-5%)
WDAY,2025-12-15,218.63,221.78,-1.42,,,,,,2189000000.0,1907000000.0,14.8,True,True,positive_growing,46568190000.0,4.70063362995212,moderate (3-5%)
MCHP,2022-06-25,51.45,51.62,-0.32,9.13,26.17,62.39,69.28,0.0,2472600000.0,,,True,,positive_unknown_trend,27841419314.100002,8.881012753354053,very_strong (8-12%)
MCHP,2022-10-08,52.73,53.71,-1.83,31.31,39.98,37.72,41.56,0.0,2472600000.0,,,True,,positive_unknown_trend,28534072700.34,8.66542966357038,very_strong (8-12%)
MCHP,2024-08-31,70.91,71.45,-0.75,-19.42,-18.16,-8.41,,-50.41,2607600000.0,3134800000.0,-16.8,True,False,positive_declining,38371915326.78,6.795595105934521,strong (5-8%)
MCHP,2024-10-26,71.6,71.97,-0.51,-26.92,-35.03,-14.11,,-50.88,2607600000.0,3134800000.0,-16.8,True,False,positive_declining,38745298792.799995,6.730106829075655,strong (5-8%)
MCHP,2025-07-19,67.72,69.79,-2.97,-8.09,9.68,,,,772100000.0,2607600000.0,-70.4,True,False,positive_declining,36645693215.76,2.106932444841697,low (0-3%)
MCHP,2026-02-28,64.77,69.23,-6.44,,,,,,772100000.0,2607600000.0,-70.4,True,False,positive_declining,35049343614.659996,2.202894320899795,low (0-3%)
CCL,2024-01-20,15.76,16.64,-5.29,-4.74,9.1,60.58,80.35,-10.8,997000000.0,-6610000000.0,115.1,True,True,positive_growing,19526643341.12,5.105844269201542,strong (5-8%)
CCL,2024-03-23,16.26,16.77,-3.03,14.57,13.46,21.6,,-13.59,997000000.0,-6610000000.0,115.1,True,True,positive_growing,20146143447.120003,4.94883798786078,moderate (3-5%)
CCL,2024-07-27,14.73,16.73,-11.93,47.97,86.96,96.42,,-0.2,997000000.0,-6610000000.0,115.1,True,True,positive_growing,18250473122.760002,5.462872076212919,strong (5-8%)
CCL,2025-03-29,16.42,16.56,-0.81,81.58,73.15,,,,1297000000.0,997000000.0,30.1,True,True,positive_growing,20344383481.04,6.375223909875384,strong (5-8%)
ADM,2024-01-20,47.99,60.68,-20.91,16.56,25.1,0.54,39.63,-0.37,2966000000.0,2159000000.0,37.4,True,True,positive_growing,23092876493.56,12.843787567248885,exceptional (>12%)
RMD,2023-07-29,174.6,201.32,-13.27,-14.53,7.66,26.09,58.83,-24.68,559299000.0,195111000.0,186.7,True,True,positive_growing,25435448814.6,2.1988957382932486,low (0-3%)
RMD,2024-05-25,203.11,205.08,-0.96,19.04,21.24,19.71,,-7.23,559299000.0,195111000.0,186.7,True,True,positive_growing,29588740027.11,1.8902427054601014,low (0-3%)
RMD,2024-06-15,202.62,205.66,-1.48,19.29,15.8,24.36,,-7.0,559299000.0,195111000.0,186.7,True,True,positive_growing,29517357610.62,1.894813917214496,low (0-3%)
RMD,2025-03-29,203.34,213.93,-4.95,25.51,36.36,,,,1286404000.0,559299000.0,130.0,True,True,positive_growing,29622246059.34,4.342695680209544,moderate (3-5%)
STT,2023-04-29,62.48,64.46,-3.08,7.7,0.81,12.67,41.89,-6.38,11220000000.0,,,True,,positive_unknown_trend,17414938623.28,64.42744498106524,exceptional (>12%)
STT,2023-06-17,64.82,65.15,-0.5,-3.76,10.69,5.45,50.5,-9.76,11220000000.0,,,True,,positive_unknown_trend,18067162637.019997,62.10161620513662,exceptional (>12%)
STT,2023-07-08,62.65,65.47,-4.3,-4.64,14.52,19.77,72.47,-6.64,11220000000.0,,,True,,positive_unknown_trend,17462322419.149998,64.25262190609666,exceptional (>12%)
STT,2023-08-12,62.51,65.89,-5.13,4.36,8.74,24.03,75.24,-6.43,11220000000.0,,,True,,positive_unknown_trend,17423300469.61,64.39652475471053,exceptional (>12%)
STT,2023-09-16,62.38,66.04,-5.54,15.01,14.0,35.5,79.44,-6.24,11220000000.0,,,True,,positive_unknown_trend,17387065802.18,64.53072719488546,exceptional (>12%)
STT,2024-06-08,67.1,68.53,-2.09,18.55,44.25,40.31,,0.0,-126000000.0,11220000000.0,-101.1,False,False,negative,18702662958.1,-0.6737008536286018,negative (0 to -5%)
PAYX,2025-10-25,114.72,117.94,-2.73,-11.03,,,,,1709100000.0,1736300000.0,-1.6,True,False,positive_declining,41180745864.0,4.150240516877298,moderate (3-5%)
KMB,2023-02-18,111.29,112.08,-0.71,9.04,4.28,0.06,19.6,-4.8,1857000000.0,,,True,,positive_unknown_trend,36939640668.590004,5.027119826801721,strong (5-8%)
KMB,2023-09-09,113.34,114.0,-0.58,-3.53,1.53,19.1,10.21,-6.52,1857000000.0,,,True,,positive_unknown_trend,37620081529.14,4.93619344913326,moderate (3-5%)
KMB,2025-09-20,119.29,119.73,-0.37,-16.36,,,,,2513000000.0,2776000000.0,-9.5,True,False,positive_declining,39595019636.590004,6.346757807079658,strong (5-8%)
PRU,2023-03-11,67.13,72.16,-6.98,13.27,30.2,52.66,53.44,-0.56,5158000000.0,,,True,,positive_unknown_trend,23361240000.0,22.079307434023193,exceptional (>12%)
PRU,2023-04-29,70.59,72.21,-2.24,19.44,18.11,44.41,39.36,-3.79,5158000000.0,,,True,,positive_unknown_trend,24565320000.0,20.99708043697375,exceptional (>12%)
PRU,2026-03-07,92.0,95.0,-3.16,,,,,,6271000000.0,8502000000.0,-26.2,True,False,positive_declining,32016000000.0,19.587081459270365,exceptional (>12%)
CPRT,2025-10-04,43.88,43.99,-0.26,-9.23,,,,,1230760000.0,961574000.0,28.0,True,True,positive_growing,42269972065.44,2.911665042254124,low (0-3%)
CPRT,2025-10-25,43.01,44.1,-2.48,-5.65,,,,,1230760000.0,961574000.0,28.0,True,True,positive_growing,41431893767.88,2.9705617775891877,low (0-3%)
OTIS,2026-03-02,83.19,85.36,-2.54,,,,,,1444000000.0,1437000000.0,0.5,True,True,positive_growing,32337681105.87,4.465378934477409,moderate (3-5%)
NRG,2023-04-15,32.08,32.64,-1.72,12.29,20.35,111.24,201.34,-8.05,-13000000.0,,,False,,negative,6813028496.0,-0.190810885462059,negative (0 to -5%)
EL,2022-09-17,215.44,219.24,-1.73,5.56,6.14,-34.68,-61.53,-32.49,2000000000.0,,,True,,positive_unknown_trend,53261011952.56,3.755092001972129,moderate (3-5%)
EL,2023-02-18,229.02,229.04,-0.01,-19.67,-36.49,-37.24,-69.29,-53.81,2000000000.0,,,True,,positive_unknown_trend,56618255464.98,3.5324295734209907,moderate (3-5%)
EL,2023-03-04,223.47,229.8,-2.75,-25.01,-34.31,-35.6,-67.71,-52.67,2000000000.0,,,True,,positive_unknown_trend,55246186135.53,3.6201593990462944,moderate (3-5%)
EL,2023-04-01,228.26,231.29,-1.31,-19.96,-39.33,-39.09,-77.18,-53.66,2000000000.0,,,True,,positive_unknown_trend,56430368493.74,3.5441909265963174,moderate (3-5%)
EL,2023-04-29,192.57,232.5,-17.17,-15.87,-45.07,-33.55,-69.64,-45.07,2000000000.0,,,True,,positive_unknown_trend,47607097436.43,4.201054270680144,moderate (3-5%)
A,2023-05-27,115.82,116.76,-0.81,3.32,9.37,11.11,-3.93,-12.73,1021000000.0,,,True,,positive_unknown_trend,32731000354.94,3.1193669271581044,moderate (3-5%)
A,2023-06-17,116.99,117.51,-0.44,-6.53,17.33,12.39,-1.8,-13.6,1021000000.0,,,True,,positive_unknown_trend,33061645065.829998,3.088170591533051,moderate (3-5%)
A,2023-07-01,114.84,117.98,-2.66,-5.44,12.0,8.59,5.07,-11.99,1021000000.0,,,True,,positive_unknown_trend,32454050084.280003,3.145986394143605,moderate (3-5%)
A,2023-08-12,117.05,119.45,-2.01,-4.92,13.49,18.28,1.45,-13.65,1021000000.0,,,True,,positive_unknown_trend,33078601204.85,3.0865875908026625,moderate (3-5%)
A,2024-05-25,128.69,129.42,-0.57,9.8,6.16,-13.54,,-20.83,1474000000.0,1021000000.0,44.4,True,True,positive_growing,36368092174.729996,4.053003366022576,moderate (3-5%)
A,2024-06-08,128.13,129.78,-1.27,5.94,7.42,-9.16,,-20.49,1474000000.0,1021000000.0,44.4,True,True,positive_growing,36209834877.21,4.070717265070205,moderate (3-5%)
A,2024-06-22,127.92,130.12,-1.69,14.43,4.92,-7.39,,-20.36,1474000000.0,1021000000.0,44.4,True,True,positive_growing,36150488390.64,4.07739996226896,moderate (3-5%)
A,2024-07-13,130.28,130.63,-0.27,5.52,12.21,-12.83,,-21.8,1474000000.0,1021000000.0,44.4,True,True,positive_growing,36817429858.76,4.003538556750424,moderate (3-5%)
A,2024-10-19,128.91,132.9,-3.0,16.54,-18.04,14.63,,-20.97,1474000000.0,1021000000.0,44.4,True,True,positive_growing,36430264684.47,4.04608644149752,moderate (3-5%)
A,2024-11-09,125.82,133.09,-5.46,6.18,-10.11,16.48,,-19.03,1373000000.0,1474000000.0,-6.9,True,False,positive_declining,35557023524.939995,3.861403075645424,moderate (3-5%)
A,2024-12-14,133.19,133.47,-0.21,-10.06,-13.75,2.86,,-23.51,1373000000.0,1474000000.0,-6.9,True,False,positive_declining,37639802601.229996,3.6477343267340436,moderate (3-5%)
A,2025-02-08,133.59,134.27,-0.5,-15.34,-11.11,-5.83,,-23.74,1373000000.0,1474000000.0,-6.9,True,False,positive_declining,37752843528.03,3.636812148946083,moderate (3-5%)
A,2025-02-22,126.9,134.27,-5.49,-12.32,-1.35,-4.35,,-19.72,1373000000.0,1474000000.0,-6.9,True,False,positive_declining,35862234027.3,3.8285400707463135,moderate (3-5%)
A,2026-01-31,129.58,129.59,-0.01,,,,,,1152000000.0,1373000000.0,-16.1,True,False,positive_declining,36619608236.86,3.1458556097834975,moderate (3-5%)
AEE,2023-08-26,72.01,72.61,-0.82,1.47,-7.62,8.88,35.67,-11.01,-1117000000.0,,,False,,negative,19905329325.15,-5.6115625205391195,deep_negative (<-5%)
AEE,2023-09-23,69.24,72.82,-4.92,-2.54,0.56,19.65,45.41,-7.45,-1117000000.0,,,False,,negative,19139633418.6,-5.83605743939951,deep_negative (<-5%)
DTE,2023-03-04,94.14,95.19,-1.1,7.59,-0.03,11.86,35.31,-6.5,-1401000000.0,,,False,,negative,19562646342.96,-7.161607767367206,deep_negative (<-5%)
DTE,2023-08-19,96.18,96.66,-0.49,1.33,5.25,22.41,43.04,-8.49,-1401000000.0,,,False,,negative,19986566021.52,-7.009708413598968,deep_negative (<-5%)
DTE,2023-09-23,91.83,96.9,-5.23,12.08,15.06,32.97,50.34,-4.15,-1401000000.0,,,False,,negative,19082619648.12,-7.341759285853739,deep_negative (<-5%)
DTE,2024-01-13,97.56,97.76,-0.2,4.85,13.14,22.61,38.89,-0.89,-714000000.0,-1401000000.0,49.0,False,True,negative_improving,20273335215.84,-3.5218674796149783,negative (0 to -5%)
HBAN,2023-03-11,9.02,10.86,-16.96,7.1,6.47,33.3,57.5,-8.98,3813000000.0,,,True,,positive_unknown_trend,18308727366.82,20.82613348052859,exceptional (>12%)
HBAN,2023-08-05,10.76,10.83,-0.58,-13.18,6.16,19.32,46.85,-20.19,3813000000.0,,,True,,positive_unknown_trend,21840566127.16,17.458338661186605,exceptional (>12%)
HBAN,2025-03-29,12.26,12.27,-0.08,40.59,39.19,,,,1693000000.0,2517000000.0,-32.7,True,False,positive_declining,24885254713.66,6.803225522424247,strong (5-8%)
ATO,2022-10-08,89.98,90.28,-0.34,17.68,16.68,17.07,49.76,0.0,-1466836000.0,,,False,,negative,14886196361.08,-9.853665532956738,deep_negative (<-5%)
FISV,2025-07-26,135.33,136.64,-0.96,-50.72,-52.91,,,,5062000000.0,3774000000.0,34.1,True,True,positive_growing,72371440698.96,6.994471784880112,strong (5-8%)
FISV,2025-08-30,135.05,137.43,-1.73,-50.92,-53.28,,,,5062000000.0,3774000000.0,34.1,True,True,positive_growing,72221702995.6,7.00897346647779,strong (5-8%)
VICI,2025-12-01,27.29,27.76,-1.69,4.14,,,,,2373972000.0,2176974000.0,9.0,True,True,positive_growing,29165840889.71,8.139563021608478,very_strong (8-12%)
VICI,2025-12-15,27.26,27.81,-1.98,,,,,,2373972000.0,2176974000.0,9.0,True,True,positive_growing,29133778770.74,8.148520721192051,very_strong (8-12%)
VICI,2026-01-05,27.76,27.89,-0.48,,,,,,2508656000.0,2373972000.0,5.7,True,True,positive_growing,29668147420.24,8.45572176943061,very_strong (8-12%)
TDY,2023-07-22,382.02,388.55,-1.68,-2.96,9.67,10.35,45.51,-2.96,394200000.0,,,True,,positive_unknown_trend,17691447053.28,2.2281953466712903,low (0-3%)
TDY,2023-10-14,388.38,392.57,-1.07,12.17,3.34,15.88,44.77,-4.55,394200000.0,,,True,,positive_unknown_trend,17985980332.32,2.1917070558096867,low (0-3%)
TDY,2024-04-06,398.48,402.5,-1.0,-1.1,13.95,16.64,,-5.98,721200000.0,394200000.0,83.0,True,True,positive_growing,18453713998.72,3.9081563746464503,moderate (3-5%)
TDY,2024-05-18,402.49,405.07,-0.64,4.98,20.17,20.8,,-5.22,721200000.0,394200000.0,83.0,True,True,positive_growing,18639418157.36,3.869219489103126,moderate (3-5%)
TDY,2024-08-03,409.04,409.41,-0.09,19.61,25.06,33.47,,0.0,721200000.0,394200000.0,83.0,True,True,positive_growing,18942750386.56,3.8072612755943607,moderate (3-5%)
FE,2023-07-29,32.36,32.37,-0.05,2.51,3.58,22.87,29.59,-4.84,-165000000.0,,,False,,negative,18701907964.44,-0.882262923728064,negative (0 to -5%)
FE,2023-08-26,32.15,32.29,-0.43,5.86,4.61,28.54,33.09,-4.23,-165000000.0,,,False,,negative,18580542059.85,-0.8880257608659456,negative (0 to -5%)
FE,2023-09-23,30.79,32.21,-4.4,8.46,15.57,34.62,44.73,0.0,-165000000.0,,,False,,negative,17794553344.41,-0.9272500231191994,negative (0 to -5%)
FE,2023-11-04,31.8,32.05,-0.78,6.88,15.73,22.92,41.59,0.0,-165000000.0,,,False,,negative,18378265552.2,-0.8977996293031494,negative (0 to -5%)
DG,2023-05-27,156.71,191.91,-18.34,-21.31,-18.18,-16.16,-38.89,-37.38,423973000.0,1795351000.0,-76.4,True,False,positive_declining,34494828274.41,1.2290914934472204,low (0-3%)
DG,2026-01-24,143.43,145.0,-1.08,,,,,,1686176000.0,691576000.0,143.8,True,True,positive_growing,31571649667.530003,5.340791557478084,strong (5-8%)
DG,2026-03-07,131.84,142.67,-7.59,,,,,,1686176000.0,691576000.0,143.8,True,True,positive_growing,29020471952.64,5.810298339571311,strong (5-8%)
EXR,2023-07-29,113.49,124.57,-8.89,-14.48,16.03,36.22,19.92,-16.54,1215307000.0,,,True,,positive_unknown_trend,23962014395.28,5.071806484847907,strong (5-8%)
EXR,2024-02-17,128.51,130.04,-1.18,2.93,29.98,15.97,18.86,-4.38,1386480000.0,1215307000.0,14.1,True,True,positive_growing,27133302228.719997,5.109883007651172,strong (5-8%)
EXR,2024-03-09,127.84,130.98,-2.4,13.62,30.43,8.39,10.59,-3.88,1386480000.0,1215307000.0,14.1,True,True,positive_growing,26991839988.48,5.136663527168743,strong (5-8%)
EXR,2024-04-06,130.52,132.11,-1.21,16.28,23.59,-0.87,,-5.85,1386480000.0,1215307000.0,14.1,True,True,positive_growing,27557688949.440002,5.031191122534876,strong (5-8%)
EXR,2024-05-18,132.27,133.72,-1.09,26.29,20.24,6.49,,-2.18,1386480000.0,1215307000.0,14.1,True,True,positive_growing,27927179875.440002,4.9646258812523785,moderate (3-5%)
EXR,2024-12-14,139.04,143.22,-2.92,-0.04,1.53,-7.58,,-7.94,1386480000.0,1215307000.0,14.1,True,True,positive_growing,29356581914.879997,4.722893162494621,moderate (3-5%)
EXR,2025-01-04,140.28,143.78,-2.43,-7.77,4.64,-0.77,,-8.76,1866916000.0,1386480000.0,34.7,True,True,positive_growing,29618392628.16,6.303231993167009,strong (5-8%)
EXR,2025-03-08,138.56,145.1,-4.51,4.35,3.76,2.03,,-7.62,1866916000.0,1386480000.0,34.7,True,True,positive_growing,29255235832.32,6.38147650116533,strong (5-8%)
EXR,2025-05-17,140.85,145.3,-3.07,-0.97,-7.79,,,,1866916000.0,1386480000.0,34.7,True,True,positive_growing,29738741101.199997,6.277723706080711,strong (5-8%)
EXR,2025-05-31,144.81,145.29,-0.33,-0.63,-11.61,,,,1866916000.0,1386480000.0,34.7,True,True,positive_growing,30574846282.32,6.106051957747863,strong (5-8%)
EXR,2025-07-12,144.71,145.04,-0.23,3.45,2.87,,,,1866916000.0,1386480000.0,34.7,True,True,positive_growing,30553732515.120003,6.110271467082219,strong (5-8%)
