ticker,cross_date,price,wma200,pct_below,return_3mo,return_6mo,return_12mo,return_24mo,max_drawdown_12mo,fcf,fcf_prior,fcf_change_pct,fcf_positive,fcf_growing,fcf_category
NXPI,2020-05-09,82.14,92.0,-10.71,36.53,63.04,115.15,106.25,0.0,,,,,,unknown
NXPI,2022-10-08,129.91,135.65,-4.23,25.03,26.15,43.84,79.09,0.0,,,,,,unknown
NXPI,2025-03-22,187.4,194.14,-3.47,14.24,20.08,,,,1906000000.0,2507000000.0,-24.0,True,False,positive_declining
NXPI,2025-05-17,189.53,194.11,-2.36,22.78,0.51,,,,1906000000.0,2507000000.0,-24.0,True,False,positive_declining
NXPI,2025-11-08,196.22,196.38,-0.08,24.57,,,,,1906000000.0,2507000000.0,-24.0,True,False,positive_declining
NXPI,2026-03-07,190.86,200.76,-4.93,,,,,,2283000000.0,1906000000.0,19.8,True,True,positive_growing
ETR,2015-08-29,20.4,21.39,-4.62,8.56,23.63,34.5,41.53,0.0,,,,,,unknown
ETR,2020-03-14,32.14,33.03,-2.67,19.31,21.57,27.77,47.33,0.0,,,,,,unknown
ETR,2021-02-20,36.22,36.5,-0.78,22.32,30.93,26.14,33.08,0.0,,,,,,unknown
ETR,2023-05-20,43.92,45.46,-3.39,-0.97,6.86,17.94,84.87,-4.55,-2809442000.0,,,False,,negative
ETR,2023-06-17,44.07,45.52,-3.18,0.51,5.57,13.95,80.12,-4.87,-2809442000.0,,,False,,negative
ETR,2023-07-29,44.3,45.51,-2.65,1.68,5.4,29.42,98.43,-5.37,-2809442000.0,,,False,,negative
URI,2015-07-18,62.54,64.07,-2.38,14.28,-10.78,20.86,84.35,-29.77,,,,,,unknown
URI,2015-08-01,61.66,64.52,-4.44,25.12,-24.46,24.51,85.5,-28.77,,,,,,unknown
URI,2015-09-12,64.87,65.73,-1.31,0.07,-6.29,15.66,90.82,-32.3,,,,,,unknown
URI,2015-10-10,64.64,66.47,-2.75,-17.92,-8.81,12.53,115.59,-32.05,,,,,,unknown
URI,2015-12-05,65.29,68.03,-4.04,-11.71,5.85,59.86,142.75,-32.73,,,,,,unknown
URI,2016-01-02,59.73,68.54,-12.86,-3.74,9.11,76.96,177.27,-26.47,,,,,,unknown
URI,2016-09-17,73.01,73.73,-0.99,43.03,59.75,75.13,123.75,-4.49,,,,,,unknown
URI,2016-10-08,72.74,74.25,-2.05,42.22,58.48,91.59,83.18,-4.13,,,,,,unknown
URI,2016-10-22,72.85,74.58,-2.32,70.13,45.46,93.58,44.89,-4.28,,,,,,unknown
URI,2018-12-01,100.44,105.38,-4.69,18.57,17.6,51.3,136.31,-4.26,,,,,,unknown
URI,2019-05-25,106.39,109.29,-2.65,2.23,39.01,26.15,203.32,-36.33,,,,,,unknown
URI,2019-08-03,111.68,112.2,-0.46,34.39,29.58,50.2,186.8,-39.34,,,,,,unknown
URI,2019-09-28,113.26,113.85,-0.52,41.38,-22.3,57.85,205.56,-40.19,,,,,,unknown
URI,2020-02-29,111.78,123.32,-9.36,39.5,52.53,160.19,173.63,-39.4,,,,,,unknown
F,2016-01-02,7.17,7.75,-7.46,3.46,9.1,8.85,18.91,-5.61,,,,,,unknown
F,2016-03-19,7.72,7.82,-1.37,-3.08,-4.75,-6.44,-9.46,-10.14,,,,,,unknown
F,2016-05-07,7.9,7.92,-0.28,-5.71,-4.92,-12.93,-5.0,-12.59,,,,,,unknown
F,2016-05-28,7.79,7.97,-2.23,-3.09,-3.92,-8.25,0.79,-12.13,,,,,,unknown
F,2016-07-23,7.56,8.08,-6.37,-6.41,2.61,-5.8,-10.73,-9.5,,,,,,unknown
F,2018-01-13,7.75,7.98,-2.96,-7.61,-8.62,-23.36,-12.75,-30.24,,,,,,unknown
F,2018-06-16,7.81,7.81,-0.04,-14.26,-28.67,-8.49,-40.13,-30.8,,,,,,unknown
F,2019-05-18,7.03,7.31,-3.79,-9.45,-6.71,-39.7,42.27,-54.75,,,,,,unknown
F,2019-07-20,6.85,7.27,-5.85,-7.52,-2.99,-24.58,51.5,-53.52,,,,,,unknown
F,2023-10-21,8.44,9.39,-10.07,16.14,33.93,19.16,60.33,0.0,-13000000.0,,,False,,negative
F,2024-07-20,10.01,10.48,-4.5,0.47,-6.91,10.55,,-15.0,6682000000.0,-13000000.0,51500.0,True,True,positive_growing
F,2025-07-26,10.44,10.73,-2.72,22.98,31.51,,,,6739000000.0,6682000000.0,0.9,True,True,positive_growing
IDXX,2020-03-14,183.29,192.49,-4.78,71.68,93.55,164.54,195.96,0.0,,,,,,unknown
IDXX,2022-04-30,366.64,383.61,-4.42,11.22,1.4,33.23,31.08,-11.46,,,,,,unknown
IDXX,2022-05-28,372.63,386.29,-3.53,-7.73,16.82,26.35,33.36,-12.88,,,,,,unknown
IDXX,2022-08-13,373.74,393.64,-5.06,10.74,32.84,29.43,31.71,-13.14,,,,,,unknown
IDXX,2022-12-10,407.71,408.41,-0.17,15.61,18.47,32.71,5.98,-4.01,,,,,,unknown
IDXX,2022-12-24,407.96,410.38,-0.59,22.58,23.11,36.06,1.71,-4.07,,,,,,unknown
IDXX,2023-09-09,450.69,452.63,-0.43,20.05,17.55,11.06,42.26,-13.16,384146000.0,,,True,,positive_unknown_trend
IDXX,2024-04-13,476.35,488.91,-2.57,-1.71,-3.91,-13.62,,-17.93,772879000.0,384146000.0,101.2,True,True,positive_growing
IDXX,2024-04-27,480.6,490.51,-2.02,-2.49,-13.18,-1.81,,-18.66,772879000.0,384146000.0,101.2,True,True,positive_growing
IDXX,2024-06-22,487.2,495.9,-1.75,5.05,-14.83,9.06,,-19.76,772879000.0,384146000.0,101.2,True,True,positive_growing
IDXX,2024-09-28,477.67,500.7,-4.6,-13.01,-17.57,32.14,,-18.16,772879000.0,384146000.0,101.2,True,True,positive_growing
CARR,2025-11-17,52.19,53.88,-3.15,22.91,,,,,44000000.0,2168000000.0,-98.0,True,False,positive_declining
CARR,2025-12-08,52.71,54.04,-2.45,,,,,,44000000.0,2168000000.0,-98.0,True,False,positive_declining
TER,2022-08-27,81.75,86.41,-5.4,11.87,24.5,31.21,66.12,-13.95,,,,,,unknown
TER,2022-09-10,80.93,86.91,-6.88,8.56,28.29,16.81,61.21,-13.07,,,,,,unknown
TER,2022-12-10,87.85,90.2,-2.61,18.18,25.03,18.65,39.59,-5.52,,,,,,unknown
TER,2023-04-22,90.27,95.53,-5.5,23.04,-8.05,25.46,-14.88,-8.05,414674000.0,,,True,,positive_unknown_trend
TER,2023-09-02,98.7,100.22,-1.51,-7.32,6.69,22.21,21.51,-15.91,414674000.0,,,True,,positive_unknown_trend
TER,2023-12-30,101.86,102.81,-0.92,4.5,47.43,27.6,103.68,-6.51,414674000.0,,,True,,positive_unknown_trend
TER,2024-01-27,95.52,103.86,-8.03,25.12,21.94,20.65,152.25,-0.3,425589000.0,414674000.0,2.6,True,True,positive_growing
TER,2024-03-09,102.27,105.15,-2.73,40.87,27.56,-15.5,180.06,-6.88,425589000.0,414674000.0,2.6,True,True,positive_growing
TER,2024-04-06,105.06,105.95,-0.84,47.79,24.82,-30.16,,-34.83,425589000.0,414674000.0,2.6,True,True,positive_growing
TER,2024-10-19,111.1,111.71,-0.55,16.39,-30.84,29.72,,-38.37,425589000.0,414674000.0,2.6,True,True,positive_growing
TER,2025-02-22,109.45,111.12,-1.49,-28.35,7.79,192.39,,-37.45,474081000.0,425589000.0,11.4,True,True,positive_growing
KR,2017-03-04,23.84,24.34,-2.06,7.23,-26.24,-14.81,-11.76,-29.74,,,,,,unknown
KR,2017-03-18,24.07,24.45,-1.54,-22.03,-30.11,-18.43,-13.07,-30.42,,,,,,unknown
KR,2017-04-22,24.53,24.73,-0.81,-17.78,-29.97,-12.24,-12.37,-31.71,,,,,,unknown
KR,2017-06-10,18.51,25.03,-26.04,-2.71,19.97,18.51,13.29,-9.52,,,,,,unknown
KR,2018-01-27,24.64,25.69,-4.11,-17.36,2.99,-2.52,-4.53,-20.3,,,,,,unknown
KR,2018-09-08,23.68,26.14,-9.41,6.77,-11.55,-3.57,29.1,-21.58,,,,,,unknown
KR,2018-11-10,25.76,26.12,-1.38,-2.01,-19.16,-9.59,10.98,-27.91,,,,,,unknown
KR,2020-01-25,23.52,23.59,-0.3,19.65,30.86,31.19,68.66,0.0,,,,,,unknown
BDX,2020-09-19,157.01,157.04,-0.01,11.05,10.14,14.53,9.94,0.0,,,,,,unknown
BDX,2022-06-11,173.08,174.14,-0.61,8.43,6.78,11.51,1.95,-5.84,,,,,,unknown
BDX,2022-09-17,172.62,175.18,-1.46,9.19,3.59,15.04,2.94,-5.59,,,,,,unknown
BDX,2023-02-18,176.23,176.65,-0.24,1.74,18.58,5.04,-1.32,-3.45,1660000000.0,,,True,,positive_unknown_trend
BDX,2023-11-04,175.71,180.05,-2.41,4.3,1.25,0.33,-21.36,-1.76,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-01-06,177.65,180.09,-1.36,-0.06,-2.25,0.58,-10.84,-5.75,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-02-24,176.92,180.5,-1.98,-1.02,3.84,-2.53,-0.88,-5.36,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-04-06,177.53,180.86,-1.84,-2.19,1.38,-12.7,,-10.29,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-06-08,176.45,180.75,-2.38,0.59,-2.72,-25.03,,-27.21,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-08-03,178.79,181.22,-1.34,-1.4,-1.7,-16.37,,-28.16,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-08-31,176.34,181.5,-2.84,-5.05,-0.47,-15.69,,-27.16,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-09-28,181.29,181.79,-0.27,-3.64,-12.15,-17.03,,-29.15,2115000000.0,1660000000.0,27.4,True,True,positive_growing
BDX,2024-10-19,181.22,181.91,-0.38,2.72,-13.08,-20.33,,-29.12,3072000000.0,2115000000.0,45.2,True,True,positive_growing
BDX,2025-02-01,175.75,181.93,-3.4,-26.92,-14.92,-6.65,,-26.92,3072000000.0,2115000000.0,45.2,True,True,positive_growing
BDX,2026-02-28,166.06,173.96,-4.54,,,,,,2671000000.0,3072000000.0,-13.1,True,False,positive_declining
GRMN,2015-07-25,30.78,30.82,-0.12,-14.16,-13.68,36.7,34.48,-20.2,,,,,,unknown
GRMN,2016-05-07,30.61,31.24,-2.02,39.4,27.73,36.05,60.44,0.0,,,,,,unknown
GRMN,2022-06-04,91.54,92.22,-0.74,-8.41,-3.39,8.73,72.7,-19.24,,,,,,unknown
GRMN,2022-07-09,92.2,93.1,-0.96,-19.82,-0.12,10.09,78.1,-19.82,,,,,,unknown
GRMN,2022-07-23,90.1,93.45,-3.58,-8.6,2.71,10.55,92.13,-17.95,,,,,,unknown
GRMN,2023-06-17,96.63,99.43,-2.82,4.41,27.7,61.79,103.64,-1.14,543973000.0,,,True,,positive_unknown_trend
GRMN,2023-07-22,99.6,100.12,-0.52,-4.1,20.67,73.8,133.78,-4.1,543973000.0,,,True,,positive_unknown_trend
GRMN,2023-08-05,98.48,100.37,-1.89,13.44,20.61,65.39,133.18,-3.01,543973000.0,,,True,,positive_unknown_trend
GRMN,2023-09-02,97.78,100.76,-2.96,22.07,39.87,79.27,139.93,-2.31,543973000.0,,,True,,positive_unknown_trend
GRMN,2023-09-16,100.89,100.94,-0.05,22.31,41.37,65.58,131.17,-5.32,543973000.0,,,True,,positive_unknown_trend
GRMN,2023-10-14,98.94,101.26,-2.29,22.2,36.54,65.46,149.62,-3.46,543973000.0,,,True,,positive_unknown_trend
MET,2016-01-02,26.46,27.73,-4.58,0.55,-5.04,33.61,47.73,-10.16,,,,,,unknown
MET,2016-01-30,24.43,27.84,-12.24,11.83,7.92,38.26,46.78,-2.7,,,,,,unknown
MET,2016-03-19,26.86,28.09,-4.35,-5.9,7.2,27.26,24.75,-6.48,,,,,,unknown
MET,2016-04-02,26.6,28.2,-5.65,-5.56,14.81,29.99,29.38,-5.56,,,,,,unknown
MET,2016-04-30,27.32,28.42,-3.87,-3.49,10.85,26.6,28.65,-8.04,,,,,,unknown
MET,2016-05-28,28.39,28.64,-0.85,-1.45,27.91,20.01,26.13,-11.51,,,,,,unknown
MET,2018-10-20,30.64,33.06,-7.31,16.06,16.18,21.56,12.33,-1.4,,,,,,unknown
MET,2018-12-01,31.78,33.16,-4.18,9.7,21.17,26.45,29.82,-4.92,,,,,,unknown
MET,2019-03-16,32.99,33.33,-1.03,18.12,15.65,-39.47,59.62,-20.73,,,,,,unknown
MET,2020-02-22,34.99,35.38,-1.1,-14.51,-5.27,41.44,73.42,-42.93,,,,,,unknown
MET,2023-05-06,45.77,48.33,-5.3,27.96,22.61,49.89,65.19,0.0,13044000000.0,,,True,,positive_unknown_trend
DDOG,2023-08-07,89.44,94.55,-5.4,15.89,50.84,25.54,46.37,-8.68,353518000.0,,,True,,positive_unknown_trend
DDOG,2023-09-11,94.55,96.06,-1.57,29.67,27.36,15.56,44.37,-13.61,353518000.0,,,True,,positive_unknown_trend
DDOG,2024-07-29,107.25,109.01,-1.62,14.93,33.06,26.43,,-18.01,597548000.0,353518000.0,69.0,True,True,positive_growing
DDOG,2024-09-02,107.2,109.26,-1.89,57.32,2.27,26.94,,-17.98,597548000.0,353518000.0,69.0,True,True,positive_growing
DDOG,2025-03-03,109.63,114.28,-4.06,11.43,24.13,13.58,,-19.79,775103000.0,597548000.0,29.7,True,True,positive_growing
DDOG,2025-05-19,114.46,114.47,-0.01,14.64,37.65,,,,775103000.0,597548000.0,29.7,True,True,positive_growing
DDOG,2026-02-02,111.69,112.43,-0.65,,,,,,914717000.0,775103000.0,18.0,True,True,positive_growing
DDOG,2026-02-23,111.96,112.31,-0.32,,,,,,914717000.0,775103000.0,18.0,True,True,positive_growing
HSY,2015-11-07,65.16,65.78,-0.95,7.76,11.77,18.99,36.05,0.0,,,,,,unknown
HSY,2016-01-02,66.47,66.77,-0.44,8.82,32.05,26.14,39.55,-1.88,,,,,,unknown
HSY,2018-04-14,76.46,78.76,-2.92,0.11,16.92,30.01,66.16,-1.97,,,,,,unknown
HSY,2018-07-07,78.26,79.16,-1.13,10.82,15.0,49.78,42.43,-2.2,,,,,,unknown
HSY,2023-12-09,169.82,172.48,-1.54,7.27,4.33,3.72,6.37,-3.96,1808356000.0,,,True,,positive_unknown_trend
HSY,2024-04-06,174.89,177.58,-1.51,2.37,1.48,-8.1,,-17.91,1552081000.0,1808356000.0,-14.2,True,False,positive_declining
HSY,2024-06-08,177.18,180.51,-1.85,8.16,-0.59,-6.61,,-18.97,1552081000.0,1808356000.0,-14.2,True,False,positive_declining
HSY,2024-09-21,184.51,184.66,-0.08,-10.45,-10.68,0.51,,-22.19,1552081000.0,1808356000.0,-14.2,True,False,positive_declining
HSY,2025-10-04,189.42,189.89,-0.25,-0.83,,,,,1925654000.0,1552081000.0,24.1,True,True,positive_growing
HSY,2026-01-17,189.95,189.97,-0.01,,,,,,1749148000.0,1925654000.0,-9.2,True,False,positive_declining
CMG,2015-12-19,9.9,10.14,-2.33,-4.79,-19.06,-21.27,-40.37,-25.27,,,,,,unknown
CMG,2016-02-20,10.12,10.19,-0.65,-11.98,-17.24,-16.82,-37.59,-26.88,,,,,,unknown
CMG,2016-03-05,10.16,10.21,-0.51,-20.2,-16.01,-19.71,-36.56,-27.14,,,,,,unknown
CMG,2018-08-25,9.5,9.57,-0.73,-0.41,28.72,76.44,173.9,-17.0,,,,,,unknown
CMG,2018-09-15,9.35,9.52,-1.81,-15.61,43.67,78.59,160.07,-15.61,,,,,,unknown
CMG,2018-12-08,9.16,9.25,-1.06,39.57,61.76,78.08,183.95,-13.85,,,,,,unknown
CMG,2025-07-26,42.52,42.92,-0.94,-25.47,-8.58,,,,1511473000.0,1222746000.0,23.6,True,True,positive_growing
CMG,2025-08-23,42.14,43.06,-2.13,-18.08,-11.68,,,,1511473000.0,1222746000.0,23.6,True,True,positive_growing
YUM,2015-10-03,41.44,41.49,-0.14,-2.36,18.77,27.93,57.0,-3.87,,,,,,unknown
YUM,2015-11-07,41.25,41.74,-1.18,-2.42,17.01,24.41,65.32,-3.43,,,,,,unknown
YUM,2016-01-02,40.46,42.04,-3.75,21.64,27.41,34.61,76.1,-1.54,,,,,,unknown
YUM,2016-01-30,41.7,42.09,-0.94,16.71,28.61,34.91,70.44,-3.47,,,,,,unknown
YUM,2020-03-07,70.12,72.67,-3.51,16.95,18.8,36.2,53.58,-25.98,,,,,,unknown
CVNA,2022-01-17,135.65,141.58,-4.19,-38.26,-81.29,-95.22,-66.89,-97.01,,,,,,unknown
CVNA,2022-02-07,141.35,143.42,-1.45,-72.9,-63.14,-92.33,-62.41,-97.13,,,,,,unknown
CVNA,2022-02-28,103.84,144.93,-28.35,-74.46,-69.59,-90.28,-20.11,-96.1,,,,,,unknown
PYPL,2022-01-31,125.41,155.54,-19.37,-35.22,-24.4,-32.17,-50.49,-45.25,,,,,,unknown
ED,2020-03-14,58.41,61.15,-4.48,-0.54,3.93,3.79,32.43,-5.76,,,,,,unknown
ED,2020-05-02,59.69,61.52,-2.97,2.33,7.1,9.7,37.31,-7.78,,,,,,unknown
ED,2020-08-01,61.08,61.87,-1.28,4.66,-2.92,4.7,39.93,-9.88,,,,,,unknown
ED,2020-11-28,62.46,62.83,-0.59,-8.31,4.72,11.37,39.39,-11.87,,,,,,unknown
ED,2021-06-12,63.08,63.27,-0.3,-0.93,14.78,21.12,34.07,-2.92,,,,,,unknown
ED,2021-07-17,62.82,63.29,-0.74,3.6,13.66,29.41,40.65,-2.51,,,,,,unknown
ED,2021-09-11,62.5,63.36,-1.36,15.85,23.77,38.16,34.38,-2.01,,,,,,unknown
VTR,2015-08-15,37.64,43.19,-12.86,-10.27,-10.03,29.6,22.34,-16.51,,,,,,unknown
VTR,2016-05-14,42.9,43.45,-1.26,13.7,-6.26,7.73,-13.04,-8.06,,,,,,unknown
VTR,2016-10-29,42.58,44.14,-3.54,-1.52,3.06,6.03,-0.85,-7.36,,,,,,unknown
VTR,2017-02-25,43.3,43.74,-1.0,6.68,10.63,-17.82,8.78,-16.75,,,,,,unknown
VTR,2017-10-21,44.02,44.21,-0.44,-9.39,-15.03,-3.75,17.35,-22.58,,,,,,unknown
VTR,2017-12-16,42.36,44.37,-4.54,-18.94,-4.68,6.15,6.16,-19.54,,,,,,unknown
VTR,2018-08-18,43.16,43.48,-0.72,6.17,12.55,29.13,-20.3,-8.4,,,,,,unknown
VTR,2018-09-01,43.26,43.44,-0.41,12.9,8.35,34.65,-14.9,-8.6,,,,,,unknown
VTR,2019-12-07,43.44,44.88,-3.21,-39.11,-25.97,-5.72,-3.87,-60.5,,,,,,unknown
VTR,2019-12-28,44.67,45.02,-0.78,-59.99,-31.88,-8.33,-1.2,-61.59,,,,,,unknown
VTR,2020-02-22,42.67,45.25,-5.71,-33.16,-17.29,4.48,10.63,-59.79,,,,,,unknown
VTR,2021-11-20,42.73,42.92,-0.44,10.46,17.83,-4.72,-1.63,-24.51,,,,,,unknown
VTR,2022-06-11,42.96,44.22,-2.84,-1.14,-6.98,-2.05,10.78,-24.92,,,,,,unknown
VTR,2022-07-30,43.32,44.34,-2.31,-18.4,9.77,-4.37,24.79,-25.53,,,,,,unknown
VTR,2022-08-13,43.28,44.38,-2.48,-8.86,5.39,-10.62,29.36,-25.47,,,,,,unknown
VTR,2023-03-04,40.37,43.56,-7.32,3.42,-3.22,3.45,63.51,-8.48,666094000.0,,,True,,positive_unknown_trend
VTR,2023-05-06,42.46,43.08,-1.44,-7.04,-6.58,6.42,52.29,-12.97,666094000.0,,,True,,positive_unknown_trend
VTR,2023-07-29,41.42,42.3,-2.07,-0.83,5.22,30.49,60.84,-10.8,666094000.0,,,True,,positive_unknown_trend
VTR,2024-02-10,41.14,42.3,-2.73,12.93,36.09,57.28,107.18,-2.93,476868000.0,666094000.0,-28.4,True,False,positive_declining
DHI,2018-12-15,31.09,31.37,-0.91,22.22,33.82,61.9,123.49,0.0,,,,,,unknown
DHI,2020-03-07,36.95,37.4,-1.21,37.92,82.79,107.71,110.27,-20.15,,,,,,unknown
DHI,2020-04-11,37.49,37.57,-0.19,59.77,94.51,144.46,85.59,0.0,,,,,,unknown
DHI,2022-06-11,58.3,61.25,-4.81,17.79,48.47,94.29,140.36,0.0,,,,,,unknown
AIG,2018-02-24,45.92,46.05,-0.27,-5.16,-4.81,-21.46,-21.45,-32.47,,,,,,unknown
AIG,2019-06-22,45.05,45.2,-0.34,6.0,-3.0,-42.27,-1.66,-63.02,,,,,,unknown
AIG,2019-08-17,44.38,45.25,-1.93,2.11,-6.3,-44.25,9.09,-62.46,,,,,,unknown
AIG,2019-10-19,44.89,45.19,-0.66,-2.69,-54.94,-36.16,21.52,-62.89,,,,,,unknown
AIG,2019-11-23,44.77,45.22,-0.98,-19.43,-41.83,-21.5,13.8,-62.79,,,,,,unknown
AIG,2020-02-08,41.48,45.35,-8.54,-44.71,-34.61,-10.95,33.9,-59.83,,,,,,unknown
EBAY,2016-02-06,19.95,20.27,-1.57,5.74,37.35,49.53,85.24,0.0,,,,,,unknown
EBAY,2016-06-18,20.52,20.8,-1.38,38.65,28.79,53.78,64.68,0.0,,,,,,unknown
EBAY,2018-10-13,25.5,27.57,-7.49,7.83,25.62,36.53,99.34,-7.55,,,,,,unknown
EBAY,2020-01-25,30.22,30.66,-1.45,17.49,66.08,70.81,75.86,-17.44,,,,,,unknown
EBAY,2020-03-07,30.74,31.0,-0.81,40.73,56.28,66.29,50.37,-18.86,,,,,,unknown
EBAY,2022-05-07,43.26,43.73,-1.07,6.46,0.65,-1.77,14.13,-20.34,,,,,,unknown
EBAY,2022-05-28,43.67,43.93,-0.59,-5.9,-3.1,-3.81,20.2,-21.09,,,,,,unknown
EBAY,2022-07-30,44.04,44.46,-0.94,-14.83,8.23,-6.98,24.16,-21.76,,,,,,unknown
EBAY,2022-08-13,43.85,44.64,-1.78,-2.47,3.52,-6.69,23.16,-21.41,,,,,,unknown
EBAY,2023-02-04,45.24,46.1,-1.87,-6.06,-6.38,-9.68,47.19,-19.63,1805000000.0,,,True,,positive_unknown_trend
EBAY,2024-04-27,48.07,48.69,-1.28,13.77,18.18,40.74,,0.0,1970000000.0,1805000000.0,9.1,True,True,positive_growing
ROK,2016-01-02,76.74,80.04,-4.12,20.19,25.53,52.12,123.79,-2.02,,,,,,unknown
ROK,2016-02-06,79.09,80.48,-1.72,18.29,23.84,61.39,98.77,0.0,,,,,,unknown
ROK,2020-03-14,114.32,142.67,-19.87,65.83,74.38,107.55,124.96,0.0,,,,,,unknown
ROK,2022-04-30,200.01,202.42,-1.19,18.24,16.5,34.61,32.47,-10.43,,,,,,unknown
ROK,2022-06-04,195.7,203.49,-3.83,22.89,25.6,48.93,27.01,-8.46,,,,,,unknown
ROK,2022-09-17,206.95,208.0,-0.5,17.37,27.42,30.22,23.38,-2.12,,,,,,unknown
ROK,2024-05-25,250.14,256.84,-2.61,6.14,15.69,24.77,,-10.58,1213000000.0,682000000.0,77.9,True,True,positive_growing
ROK,2024-06-29,256.49,257.99,-0.58,1.61,8.11,33.84,,-12.79,1213000000.0,682000000.0,77.9,True,True,positive_growing
ROK,2024-07-27,246.2,259.24,-5.03,6.53,10.89,38.4,,-9.15,1213000000.0,682000000.0,77.9,True,True,positive_growing
ROK,2024-08-31,249.55,260.1,-4.06,16.07,9.14,35.18,,-10.37,1213000000.0,682000000.0,77.9,True,True,positive_growing
ROK,2024-09-28,260.61,260.76,-0.06,6.4,-14.17,33.12,,-14.17,1213000000.0,682000000.0,77.9,True,True,positive_growing
ROK,2025-02-01,263.17,264.59,-0.54,10.33,25.24,57.15,,-15.01,639000000.0,1213000000.0,-47.3,True,False,positive_declining
ROK,2025-03-08,256.26,265.39,-3.44,22.68,33.64,40.84,,-12.71,639000000.0,1213000000.0,-47.3,True,False,positive_declining
WAB,2016-01-02,59.52,63.97,-6.96,24.67,12.04,34.55,30.94,-1.73,,,,,,unknown
WAB,2016-06-18,66.35,68.08,-2.54,9.51,19.76,26.65,44.96,-2.49,,,,,,unknown
WAB,2017-03-04,73.53,74.19,-0.89,11.12,-9.11,8.45,-8.53,-9.22,,,,,,unknown
WAB,2017-07-22,71.25,76.73,-7.15,1.79,9.95,45.28,-3.12,-6.31,,,,,,unknown
WAB,2018-01-27,69.91,77.37,-9.64,22.78,54.7,-4.07,1.83,-6.74,,,,,,unknown
WAB,2018-02-24,77.46,77.48,-0.03,23.2,33.71,-10.33,-14.4,-15.84,,,,,,unknown
WAB,2018-03-17,73.92,77.59,-4.72,30.12,35.73,-9.11,-46.79,-11.81,,,,,,unknown
WAB,2018-03-31,76.47,77.61,-1.47,25.04,30.42,-4.37,-44.39,-14.75,,,,,,unknown
WAB,2018-12-08,70.16,80.22,-12.53,-2.77,-6.88,3.24,3.56,-14.58,,,,,,unknown
WAB,2019-11-23,75.72,76.53,-1.05,-12.43,-21.98,-5.36,19.91,-48.06,,,,,,unknown
WAB,2020-01-04,74.88,76.81,-2.52,-28.77,-25.54,5.32,23.98,-47.47,,,,,,unknown
WAB,2020-01-18,76.18,76.83,-0.86,-32.29,-21.43,2.55,15.75,-48.37,,,,,,unknown
WAB,2021-01-23,72.04,73.58,-2.09,10.75,14.7,19.07,40.65,-2.26,,,,,,unknown
WAB,2021-02-13,71.9,73.58,-2.28,8.27,16.26,31.5,44.15,-2.07,,,,,,unknown
SYY,2020-03-07,40.02,51.33,-22.03,16.53,34.9,82.99,74.8,-24.94,,,,,,unknown
SYY,2020-06-06,46.64,51.57,-9.57,15.77,42.03,51.24,58.79,-3.61,,,,,,unknown
SYY,2020-08-29,52.12,52.14,-0.04,30.84,37.81,31.86,40.93,-7.36,,,,,,unknown
SYY,2020-10-24,48.28,52.63,-8.26,30.06,54.98,42.34,62.98,0.0,,,,,,unknown
SYY,2023-05-20,65.55,66.25,-1.04,-0.69,3.51,6.02,6.78,-10.38,1158000000.0,,,True,,positive_unknown_trend
SYY,2023-08-19,65.1,66.52,-2.13,4.23,17.54,13.75,21.63,-9.76,2075000000.0,1158000000.0,79.2,True,True,positive_growing
SYY,2024-06-01,69.23,69.47,-0.35,8.94,12.68,5.4,,-4.0,2075000000.0,1158000000.0,79.2,True,True,positive_growing
SYY,2024-06-22,68.02,69.72,-2.44,9.58,9.31,8.01,,-2.3,2075000000.0,1158000000.0,79.2,True,True,positive_growing
SYY,2024-07-20,69.92,70.01,-0.13,2.15,4.03,13.27,,-1.34,2157000000.0,2075000000.0,4.0,True,True,positive_growing
SYY,2025-01-11,71.08,71.25,-0.24,-1.15,8.8,10.86,,-2.96,2157000000.0,2075000000.0,4.0,True,True,positive_growing
SYY,2025-01-25,70.93,71.27,-0.48,-2.32,11.06,18.21,,-2.76,2157000000.0,2075000000.0,4.0,True,True,positive_growing
SYY,2025-03-15,69.17,71.21,-2.86,5.74,17.47,,,,2157000000.0,2075000000.0,4.0,True,True,positive_growing
SYY,2025-03-29,69.49,71.2,-2.4,8.77,16.59,,,,2157000000.0,2075000000.0,4.0,True,True,positive_growing
SYY,2025-12-27,72.09,72.34,-0.35,,,,,,1604000000.0,2157000000.0,-25.6,True,False,positive_declining
MSCI,2024-04-20,465.84,472.68,-1.45,13.51,23.98,13.39,,-2.25,1145178000.0,1022474000.0,12.0,True,True,positive_growing
MSCI,2024-06-08,470.06,477.25,-1.51,17.27,30.8,14.28,,0.0,1145178000.0,1022474000.0,12.0,True,True,positive_growing
MSCI,2025-03-29,500.69,512.5,-2.31,16.19,11.08,,,,1386509000.0,1145178000.0,21.1,True,True,positive_growing
